time,Z,N,E
301.2,199057.1943293893,-153069.84382397702,899.5205691119123
301.4,319339.0157625207,-86679.30041593975,-21527.05459926501
301.6,358975.95423555135,15081.674169890697,-46196.96675005303
301.8,474921.59960802353,134558.829677636,-63720.45634006735
302.0,486624.00571398495,287477.7490738022,-87653.7309850425
302.2,509695.6741367269,432495.87700471916,-125348.02924217383
302.4,480565.60251038836,517646.39223927626,-138581.28656349337
302.6,418543.4300901461,609147.0172662331,-183282.15371843136
302.8,196483.91126594768,624374.294925851,-211170.12179921215
303.0,-15121.761622802838,614300.4512787579,-253246.1920494341
303.2,-263154.9074785352,557884.4973134424,-309885.503791245
303.4,-534642.177114295,466696.78470885154,-310468.8033813999
303.6,-751276.8852258534,368866.1223609904,-345783.3622766597
303.8,-832631.9714391223,254575.4661261189,-333569.60839291767
304.0,-905230.6338519765,87445.85858882137,-303913.3491419767
304.2,-941067.694911436,-42298.59975584024,-232374.9840876807
304.4,-807040.535635212,-193038.577959532,-129067.58559316915
304.6,-630121.4212378148,-279436.7791027359,-74814.18449744619
304.8,-479313.402631322,-349947.0852770826,21984.88082491714
305.0,-322274.3138922013,-356689.42317163723,103421.01252215626
305.2,-185361.8810736415,-328248.329086881,147806.5397815319
305.4,-126197.84121655574,-221737.34232715052,211251.06152200725
305.6,-45094.29813665744,-81269.16787277475,271268.3618030503
305.8,32898.64951213705,32208.798856776135,319637.92021843593
306.0,120596.89660380616,73000.64923762051,351210.9792463015
306.2,304393.39142840536,236291.1033617564,318509.3144011899
306.4,374034.96839956753,477632.85476002435,294875.5394084325
306.6,500026.2331729451,347812.4227640605,249920.68167390148
306.8,606243.3181661124,334464.21164870186,186264.49892689122
307.0,662269.0664816643,448866.21309772617,138166.65797012663
307.2,660301.9764777543,264623.1127050003,32775.082794492715
307.4,591006.5699972534,80363.34295390804,9194.234868909283
307.6,406333.13123711647,48243.22601498543,-43089.073259115605
307.8,434627.450389204,-156886.69646716627,-126550.5027671224
308.0,329507.4750542435,-211850.10907502775,-136250.63012635324
308.2,223696.9101147854,-280546.8236510653,-175610.77864271964
308.4,206080.09210892397,-425748.6806077505,-196312.2464844381
308.6,76816.69220539539,-392110.9609832523,-175309.00734786116
308.8,38617.46133535782,-477678.08920445386,-155435.82816055574
309.0,-10409.48981229866,-568990.0207234827,-119324.8709300611
309.2,-42350.830895494255,-617639.3481263459,-109205.79744024714
309.4,31016.953157613607,-601036.2866712802,-40218.67581492747
309.6,-23648.041901828554,-638760.8818465762,22245.173527370884
309.8,-55546.979675750634,-630411.4031646381,78312.83253764018
310.0,-84.55065252995382,-627769.1978374562,92639.19173245771
310.2,-8030.386800386802,-554603.1221734118,167066.35432174063
310.4,172633.04466701482,-531708.7830452031,189392.42725234144
310.6,268827.64552585146,-383875.1503533198,236679.4601914271
310.8,127564.88839938866,-228347.37594513688,285810.97363868915
311.0,134712.63290192463,-140446.7930807826,288216.4120343626
311.2,138391.43858205478,81372.53473482677,264951.7737700062
311.4,-15091.259382417702,266261.9217041499,205473.10622825837
311.6,-30046.722388634877,371491.32619590696,134419.5863527105
311.8,71746.62612764958,469849.49679683376,19438.09117356601
312.0,-181460.89502204212,744939.1314036864,-50049.446461003005
312.2,-228797.73732332716,891537.3008928471,-85771.01012427946
312.4,-229665.56543615053,936874.9464316119,-123924.03300729673
312.6,-229724.65170252256,989649.2862988884,-137768.46274576103
312.8,-366475.30858574715,1026910.0601496266,-145847.8460357845
313.0,-269777.8250601347,1024967.2371404222,-142862.65858571805
313.2,-459215.7849856894,846295.1917508716,-110797.33990457507
313.4,-541734.9522266609,799999.9635261191,-98000.38604860895
313.6,-401338.888926651,578522.6140267553,-140724.73625883926
313.8,-364023.5740815864,375895.88751964795,-162017.83246491855
314.0,-452001.26228078926,190969.8741828135,-124573.98167805585
314.2,-274657.65355142346,68060.79623806407,-166876.87393486223
314.4,-171920.02209109926,-161101.90396086316,-192777.05856074567
314.6,-34762.45422163178,-334794.20472753927,-195884.1963280282
314.8,61168.74678128565,-482982.10768563073,-190986.32369340584
315.0,206923.59466024913,-644475.9353408262,-181162.62714452506
315.2,189116.8043039923,-745481.3969437114,-152476.95099837997
315.4,222539.76813987212,-804860.3955689055,-129014.31636302876
315.6,214958.25627113055,-879898.7313716449,-105430.53613512588
315.8,235223.16776606688,-916850.6904524021,-69033.63790876394
316.0,371691.90431962395,-931886.8666369108,-1456.3965785837856
316.2,356051.7140094018,-869781.9994378818,65307.598363434394
316.4,362156.6572494297,-749747.1307986346,109861.759762606
316.6,383863.4240092645,-633267.4382233641,132128.12362315302
316.8,414427.31186280074,-568028.2325951644,156382.11025216748
317.0,439338.3346802035,-369473.39703417534,152297.653166132
317.2,399756.22295646206,-199076.63843572268,145469.2645398265
317.4,365207.1211043641,-78343.3418911592,151673.1822030238
317.6,381943.11768217396,75954.82075249545,138315.90659573977
317.8,299796.56275826966,323828.0467655934,140843.28705306214
318.0,173271.1988119481,466351.1607055728,195723.35059483643
318.2,121854.15617258921,617403.8145187572,179721.08066583314
318.4,46889.28667896244,777945.5658366556,163976.26813472426
318.6,-97923.74507491184,842187.6421587333,159504.67716889575
318.8,-219860.39669630607,859914.6441296126,156823.14142008923
319.0,-350735.7398765498,862956.8889230628,137897.43222899866
319.2,-461164.5736603629,805210.5711472547,75342.57946625397
319.4,-571060.067035039,731734.8809128128,19697.068900838294
319.6,-638029.0369815625,560456.2523655368,11393.9503822426
319.8,-726367.8576953157,431188.530245456,-38427.341680909514
320.0,-743507.5312944982,252662.90686705807,-77720.5040710035
320.2,-692124.8107389677,-407.109972925684,-124062.22241761614
320.4,-567347.5165208163,-222768.4091420931,-177725.31173352257
320.6,-466084.8081445288,-297583.322569008,-215157.17541564116
320.8,-342426.6757508273,-388971.6974180596,-216599.68437759974
321.0,-252891.16549354486,-565457.3098644526,-206852.30550370307
321.2,-11475.703731490355,-671927.9610558638,-169018.693502048
321.4,121656.8975790089,-705535.7498527094,-156074.5711889094
321.6,311822.96627738106,-713933.0731982868,-136141.74737259297
321.8,474452.6960914281,-728763.2730192996,-97657.08429125509
322.0,571743.2425795554,-692312.0717575188,-59640.408293919674
322.2,634654.344530936,-507725.01176770055,-34275.309682244515
322.4,673647.4762302034,-320697.9195858273,14688.089196150497
322.6,620568.8371396514,-175475.72037488708,47852.68168304353
322.8,556890.3462549353,-109321.29352481122,80445.55545015114
323.0,495957.9600448571,68812.25545804904,116948.76962109652
323.2,374182.0028900611,220613.80168000594,165471.4450890289
323.4,190543.7555243094,317162.3947410372,202579.33301823927
323.6,19125.62393883815,402559.95931806485,218430.96942791672
323.8,-137472.7340253697,489258.733133499,212303.36320833585
324.0,-233364.58654493807,560743.9077380731,226593.19096369916
324.2,-351550.3816521516,622267.3704703774,219957.91201989056
324.4,-390569.1291651832,542782.3764287962,213911.41906731456
324.6,-375818.0761026004,477499.82767485763,177972.69876194914
324.8,-383561.4610978139,418600.0294782379,135762.27033782867
325.0,-346449.82010204886,321031.7285256079,96576.43360572471
325.2,-346901.8714571854,239967.78445445423,45676.46591060848
325.4,-334028.77663444384,209015.2478835622,-37091.960108991996
325.6,-271997.1277396824,143853.30252215324,-129556.32202879617
325.8,-252551.69295806176,42998.41872545618,-197490.91981861272
326.0,-267776.40604317945,17561.327264498483,-254455.77780073747
326.2,-178627.94263912516,-57243.69815908703,-291852.8227422467
326.4,-88815.13942713723,-107926.90947598855,-344777.92510117765
326.6,-106738.74538517422,-97902.07225052257,-381013.6592846292
326.8,-11480.920694405862,-107306.42220704618,-400935.55581480084
327.0,162233.26820774117,-110643.97362085487,-360657.26991224545
327.2,256149.82014088077,-98611.5070538235,-296644.69911484374
327.4,278683.812362223,-39411.606564598536,-265848.58598578617
327.6,352313.12368795,-27231.424531859044,-199138.45250010816
327.8,360443.8900853803,-6810.9195135301225,-114943.91064614432
328.0,362329.2732984248,12124.297770213398,-7954.946081283531
328.2,344187.79734271695,-5748.334811992394,77486.69319434834
328.4,351939.45201688947,-43578.167741769255,171214.61605217875
328.6,362835.1363725745,-64829.75031870831,239116.17358123392
328.8,369834.3165272891,-86238.48545744175,305570.3521614994
329.0,351262.808761871,-109216.24044110533,381215.097323801
329.2,250954.06104469785,-132802.11534177262,426035.01381561824
329.4,174718.03898480852,-170759.80969402698,436595.224591153
329.6,51628.78370568987,-226548.2820244941,416961.71472352126
329.8,-109078.99779818287,-284851.27001009777,385608.1985542145
330.0,-236686.22766646222,-368159.7360803545,348285.9909429118
330.2,-276115.5808538599,-425605.0482740044,299424.8361465173
330.4,-326396.4233525362,-430132.95177244244,211193.64296196165
330.6,-351652.2953862688,-401963.98306950973,119250.4421710199
330.8,-319915.79951162543,-357334.44022309926,45568.82606631845
331.0,-280759.87378800905,-266935.46297499165,-25323.562723788375
331.2,-223976.79918688498,-157900.5714191674,-92037.51535101584
331.4,-143606.21974189015,-34932.926045308595,-148042.83716704758
331.6,-38355.87171922485,66227.05364758229,-200255.74355546472
331.8,62194.16286939512,93389.34246357484,-246061.63766725763
332.0,143709.01136982886,119148.53079792974,-310610.7010932135
332.2,200189.97948219115,128944.8029151941,-366127.9801388457
332.4,235774.0926162454,114161.66602633157,-369505.9608126902
332.6,248677.87427332517,90847.08709563021,-371395.34611463867
332.8,224533.55198410258,63155.03328199507,-344983.42529189045
333.0,207644.54329936305,61876.42369391389,-294065.86417195376
333.2,197430.25670700168,60674.07642312907,-221860.11081521423
333.4,181145.78027533396,98711.27659457999,-150767.40065439418
333.6,163283.7957496312,118038.75882062502,-77574.36888556405
333.8,126058.9719589887,157792.1843189428,9749.078375247074
334.0,101473.39678907442,151644.50852012093,82180.82397511833
334.2,69022.80420848828,155791.17899747714,133731.32305823735
334.4,13908.66898874537,154195.68022943736,182335.8860429322
334.6,2217.3934951652454,151496.87391834668,204184.1143760999
334.8,8676.15210909937,133415.48259399142,219637.85843996756
335.0,-17388.594117618442,95163.15191064142,208427.0285499778
335.2,-101884.05717973405,91808.50599528737,177601.52466972327
335.4,-176854.93490120006,120397.36481547126,143103.43276599472
335.6,-254949.95529286805,114150.02229984464,104476.25055271859
335.8,-378398.9402404883,81277.67662023987,76778.56536943107
336.0,-445695.1818007605,37924.51562613762,45557.641511910435
336.2,-543627.7178890787,23092.788341714127,22019.603441897485
336.4,-596077.2814092682,-22891.404654947703,-501.4132619531923
336.6,-635927.1379037232,-30218.98251395406,-15300.540431557354
336.8,-629196.1791585209,-15792.208697443302,-19790.568312711952
337.0,-565220.2559617336,-3926.6868007048824,-19132.90181598836
337.2,-456657.5784159137,8648.583216232806,3205.5770881420463
337.4,-337881.95579323336,80837.96006137966,61941.3546772321
337.6,-220920.1832063358,155308.40564031518,124899.18691472516
337.8,-93692.59006100192,199873.14095343184,174451.934765448
338.0,-40.93169852496336,245802.5650422313,214096.61672057744
338.2,72387.50168831962,284214.06349340285,211288.75595909313
338.4,142895.47327259605,301434.65614387195,182652.02548188306
338.6,236670.52884078003,299385.9063341578,141513.7936979862
338.8,302966.6369758287,249126.42958772514,92751.5518452537
339.0,341837.5799329222,195075.92149559865,37360.08887556678
339.2,361294.17330388917,96862.00673028598,-17437.98695211169
339.4,385240.16035469103,10320.420364089541,-83674.75770643466
339.6,424663.73715495825,-96081.64346055778,-152651.4737616444
339.8,467838.2078770424,-231602.2189971824,-214074.27081021655
340.0,489466.1388627608,-325565.67645142454,-257052.45577757535
340.2,511452.8695733745,-432259.8087200549,-289234.794760781
340.4,512299.8337033226,-540746.9747257996,-288358.79507893947
340.6,465186.99186482094,-621145.4329517208,-277181.0591993284
340.8,425165.88750492386,-665919.7849795774,-267439.9971915504
341.0,379329.8834588028,-645160.8882790919,-244684.72390506632
341.2,293898.0398944677,-554580.4036502229,-201678.8757461743
341.4,228866.51657085636,-448791.85090654995,-147658.33974950542
341.6,153088.5364614731,-322755.9332798999,-104684.26863994621
341.8,56884.96141924854,-175520.41294243734,-62815.15394163313
342.0,-13129.775355350175,-61968.994156867346,-16266.901413084035
342.2,-83096.3758927823,46715.987041933004,17143.943580263258
342.4,-129780.85966293103,131407.95288275482,67337.60684638134
342.6,-165863.54838256395,186450.63961868596,107909.23386137349
342.8,-203120.24054703664,185885.07820461123,126114.77945687358
343.0,-203666.22836822178,211744.5558513501,139043.2383659311
343.2,-204841.21576245557,205889.3006193296,151323.01603664376
343.4,-239018.00776048374,188474.12893347975,150073.56071112867
343.6,-252601.02668527263,170729.53878910936,145266.70665216979
343.8,-272321.67505621247,143630.4795269464,133380.28443815102
344.0,-300763.06598549004,129130.63360887533,120726.2086539379
344.2,-368374.1652633318,124959.54841561054,114718.08077251326
344.4,-390214.7006195394,89577.86905566238,113929.45656391147
344.6,-388320.05791365996,99154.1979190853,127432.3999462276
344.8,-371548.184031396,111978.10763960931,140268.74461409939
345.0,-298959.3686103173,128842.53826899767,129017.67137715688
345.2,-213108.49531855245,112862.73048447624,106120.1329499533
345.4,-103539.74151038019,126090.93284203697,79530.4779049554
345.6,4656.40913690483,155330.1465559578,55290.04457415388
345.8,88370.3731222346,177238.38055715433,19673.238302072245
346.0,177328.23185774242,179653.99505925315,-25989.11622611366
346.2,250691.56838458346,180550.05760358454,-57927.00438724099
346.4,289457.29326525837,207870.51132592393,-89073.65878085703
346.6,281292.28192209284,228138.7196571326,-111051.74340710467
346.8,291716.2635052568,224491.8585337877,-119062.99595351072
347.0,323721.59025774244,197099.40307198145,-127342.14745696171
347.2,317051.79942671314,141090.24678909924,-144948.39074099335
347.4,284565.22441700037,80342.48154994514,-153495.50690749672
347.6,292109.6925233869,-7808.502167992486,-128316.8994809067
347.8,291126.73387330427,-73044.49558187813,-106135.9842269866
348.0,221887.23380895535,-136423.57182717987,-82055.37041405444
348.2,146660.24454190244,-181150.82443111192,-64513.228192912655
348.4,55824.147495747515,-216102.66668270066,-47244.61080519998
348.6,-47206.29685444934,-242914.64010475046,-14461.811813713248
348.8,-127179.38907717781,-256709.60264120353,-13758.810247433661
349.0,-235071.8570501429,-259964.39145815495,-8537.800757341814
349.2,-294807.7260343687,-271281.55651317514,-12323.53383824871
349.4,-351134.87793427974,-251697.8917280348,-23141.402653621022
349.6,-402910.54751236684,-247897.89711891662,-20884.408206225435
349.8,-427271.76019878103,-230454.8818311843,-21254.34260272998
350.0,-432457.9371578286,-180709.27957018817,-16782.06799070432
350.2,-433207.53922267293,-120411.15908859437,-12275.829412567307
350.4,-363477.09492668544,-50793.29346337064,-2499.7444609768513
350.6,-258259.90229562737,56942.206569015085,22639.766306350546
350.8,-168236.72898573513,159103.29688846858,53677.63792457134
351.0,-58993.92644381928,275780.7627454771,81467.95533641342
351.2,36803.0128500303,392983.6710229201,121403.16261445564
351.4,128188.26193493066,487201.75353256805,147008.61469661264
351.6,228829.7821141865,549048.4226547302,163761.72658218132
351.8,330618.60466644925,587701.9599099618,169304.780967873
352.0,356123.1966396924,550684.0512984104,163453.71457820613
352.2,376378.1737407106,479107.94569677213,138275.28930363266
352.4,404903.14115123573,359328.3536655915,93834.55384352754
352.6,373266.6032212346,196298.15758429092,43747.26684268875
352.8,311564.2506751444,29467.497632404073,9286.39364838461
353.0,238014.47478775153,-142436.372499277,-35313.88982089974
353.2,126339.14946435351,-270359.89521014504,-91566.8130364302
353.4,33355.054733931036,-364363.40924706083,-123664.26531022461
353.6,-46607.38785426906,-428016.2534142064,-142910.75397300252
353.8,-127194.65336704461,-474579.3277855174,-151018.2817222115
354.0,-209171.38365525426,-484852.1344186368,-142862.4019197584
354.2,-230498.25497429963,-444838.04446775385,-115925.66113532714
354.4,-210085.5975239158,-368898.3532722623,-71327.2968480621
354.6,-211248.71872530237,-282559.6452925925,-22880.118191012025
354.8,-149255.65866251118,-186511.97902107274,26769.38612462599
355.0,-70169.6848863544,-82912.8701534415,69159.20369205951
355.2,-11008.749424484668,1132.6474160873704,117170.04918775416
355.4,34720.06541105014,57038.96236053121,155914.47586554303
355.6,87854.7998101946,93787.66822086937,202031.54097920624
355.8,114186.47640987404,118634.66603346322,229203.9773314311
356.0,152502.5901459884,91785.79474200709,224568.40980050276
356.2,197345.82493991323,47326.975975840454,201474.46698233174
356.4,219778.13283593615,-11121.499156593834,170810.58715446913
356.6,178090.1036516527,-46187.365158397486,145792.5164116818
356.8,158640.0498760103,-84464.0841154862,108193.49326457058
357.0,113120.25166825012,-95280.97997217138,66733.6363524594
357.2,59734.90810257762,-93863.20303513792,37987.67779092508
357.4,-5572.598026999185,-87512.72408977662,2596.7839858730526
357.6,-45241.16882996963,-63184.96075905665,-29575.08878044613
357.8,-99157.71551842638,-65448.910299839335,-64243.81337566089
358.0,-154354.77935350602,-77703.40305956725,-97417.66074758302
358.2,-195248.72878931082,-71643.90780628126,-140412.75898270178
358.4,-250992.5942815746,-77220.57079558907,-187833.23424792112
358.6,-318440.4077060525,-71019.14786053807,-216145.7441790719
358.8,-385205.12700183346,-39857.006314787555,-235572.08293012506
359.0,-423686.7874452513,14607.22812455117,-257375.05806541635
359.2,-447898.8288319101,90109.03234184085,-258900.43863844467
359.4,-410892.47629422473,176617.91483601456,-252124.41136904663
359.6,-344859.750518694,249566.7590164315,-234439.08704143052
359.8,-230249.64494749848,314122.8058941048,-196559.65119587808
360.0,-129242.73898309382,355494.03157080716,-159375.03167859337
360.2,-12371.413696880276,369307.5963826163,-107804.02938419234
360.4,130721.14193247592,340549.304966632,-66342.30284459876
360.6,254212.32780796266,289553.11511188536,-33995.11249154772
360.8,357888.38024020486,232258.44590072444,-14054.157912845334
361.0,467580.1508563335,160270.59510410664,-2336.647843871989
361.2,558147.9936092892,66308.5304915342,5131.966276838017
361.4,626257.0100947866,-22808.2211758725,8892.818569519108
361.6,669524.4616106226,-104327.7979732899,8281.248758823713
361.8,662286.7933676888,-160616.44901034544,14029.868721427265
362.0,622156.1031754104,-203888.01806435632,34556.41511475359
362.2,527391.130985945,-235021.50375551,73736.59540105159
362.4,407256.1217567951,-245581.23148759882,119436.96190698438
362.6,283771.2176796623,-263621.2508590304,162439.1487449298
362.8,140444.3953873916,-256712.6664439561,201837.02319974024
363.0,33593.55915668295,-231080.43433282332,241325.4275203481
363.2,-54081.626001201395,-183972.91043150364,255877.98034969103
363.4,-154149.92809249944,-140674.1885132755,258383.4728736092
363.6,-274674.14516042446,-108969.16916382928,229407.50916635507
363.8,-382560.32921813417,-83653.34567958198,180121.76464971577
364.0,-485646.58639812755,-83522.5232112544,125120.11686243069
364.2,-576787.2342006242,-78977.42660329652,74784.60317643195
364.4,-647455.2191456149,-72860.86859325635,34668.36886685369
364.6,-688638.4755715813,-53193.96412865618,-3844.8126271148108
364.8,-723887.0689424282,-42254.93320363271,-20704.864905368504
365.0,-717139.6201961145,-43767.36304062547,-30580.88807544575
365.2,-651768.6673389081,-38985.952984435484,-49334.85373240849
365.4,-581613.1889942219,-30342.361537081513,-71668.26772703804
365.6,-490981.1148391256,-34381.08038865898,-93437.572232229
365.8,-352328.7803557501,-32060.935167468222,-122771.82762647142
366.0,-228008.93894409912,-32554.875228704143,-139851.95092198325
366.2,-100443.92024770215,-28524.67701491723,-141904.06579505486
366.4,51874.623901304585,-28776.42268600693,-140585.76537238425
366.6,176666.75837964632,-30661.139327722245,-130796.45195223119
366.8,292584.6335808051,-19811.205752040994,-105211.35894299352
367.0,410266.1594580898,2251.584220688113,-70776.91993694133
367.2,515901.5617794446,15010.511578373877,-21630.06813295823
367.4,568384.1308679391,47851.92284477298,17619.602472309587
367.6,609804.0747445546,107186.86016071618,65379.85513652106
367.8,628744.6209950899,163756.43370448356,105306.9638600063
368.0,621021.713546126,202415.89965735606,130679.4813943961
368.2,593417.1212897743,228459.4066011679,145013.4237308172
368.4,552619.6922465411,250555.919767478,144966.5187325844
368.6,512523.48271800124,273422.8635251988,136714.49899033757
368.8,427389.4845678435,284201.90295881004,125347.7450980339
369.0,301799.85081712017,303741.5721286291,107061.06712213055
369.2,169429.47332578193,301054.664419068,78693.79590651157
369.4,27300.984325981633,263530.37853557995,45303.78661905565
369.6,-108508.76423397486,233519.54231210105,10313.763511803165
369.8,-231030.1366449433,186094.1775146366,-32757.622871725605
370.0,-338151.8946319276,113997.81119805604,-68869.60688113936
370.2,-397262.81989777205,62655.411727424726,-96625.12248452693
370.4,-414430.6877553071,5001.528940253971,-117034.68792233143
370.6,-389447.2857687282,-48472.486589440865,-127044.52880187075
370.8,-343908.3369344156,-75781.27938923101,-129102.1362595459
371.0,-285858.5971341331,-79162.93524636382,-131343.61670945695
371.2,-245134.90966868718,-84248.33362815439,-123925.57858849016
371.4,-198759.85728330357,-108147.53128656809,-127563.70693126309
371.6,-142100.8161528476,-137369.48674181182,-139130.56521196003
371.8,-75751.66332658393,-175190.64353426133,-129264.57626687246
372.0,-6670.110742574493,-218585.83594760892,-133368.12067896075
372.2,82309.47250824356,-249607.6382816768,-126524.87406839358
372.4,158568.25106600515,-277222.84148139134,-109068.0823031429
372.6,208342.29703721832,-292336.20061327564,-96260.14700261928
372.8,248644.2703278697,-283057.883915185,-83135.32129210352
373.0,252127.16553328425,-243884.773228781,-77829.87155290047
373.2,236301.67890084398,-188065.1497588541,-59567.15181313067
373.4,196264.4622825322,-133762.11903489876,-42387.567401083106
373.6,137958.15691081426,-91584.98869635993,-18435.131091542196
373.8,84199.69593333681,-59003.95199082316,20152.802704044116
374.0,31163.833340363355,-22527.84056531005,56416.451315911145
374.2,-34853.19175403513,555.8293108204634,99758.71778062936
374.4,-100204.19355306764,17724.394578679312,137304.64455192772
374.6,-161972.91154071482,29836.710710492116,177441.269513273
374.8,-206227.82351787898,42745.93163565261,203067.57747145748
375.0,-258381.4314245064,57451.37918798431,217883.5841322393
375.2,-300146.04960001406,66032.5284316784,231209.03017299547
375.4,-302056.9659136163,80055.37074797339,230054.53407092573
375.6,-287993.59216981445,88158.04357973872,231046.5650302309
375.8,-265960.6689931237,84607.83362390252,218239.49687523255
376.0,-230513.04743723036,97459.24787329853,202553.0871693373
376.2,-186650.1197726694,116885.56176421608,160312.32315306898
376.4,-124308.37178755818,142616.86581585385,128707.99868845232
376.6,-62100.70194536014,171908.42939515083,98868.30391833573
376.8,3915.005891936694,183711.88907584027,57567.72100493421
377.0,61699.39457974788,188544.0462289027,32275.705237172908
377.2,107937.84960415766,192137.3244307331,1421.0101996905346
377.4,151054.4113000147,171332.51774082278,-29517.101603924475
377.6,178151.72359856262,143353.86023873498,-59424.425562940574
377.8,181068.99221063877,119570.08173909604,-101873.25047038328
378.0,191251.14902622637,88038.44276415011,-120907.57672646164
378.2,151880.05762216516,56980.963039420945,-134492.26535093552
378.4,98575.32758990122,-6380.298696731469,-132666.3459738175
378.6,55683.01010770934,-33610.268841552235,-133521.95090157192
378.8,-4450.3710597255495,-51940.89023208727,-145951.68152449108
379.0,-51661.910760955725,-53209.37424922159,-148323.0362864617
379.2,-73769.90723780927,-31010.29066642883,-121851.99850601406
379.4,-72345.67990355934,-30768.53032899393,-94723.5830904077
379.6,-57268.33642476237,-53178.61755687418,-68935.38645693971
379.8,-40899.79930322011,-63782.08666360254,-40153.50043871946
380.0,-25227.00771909896,-86931.6253232052,-19134.863880430607
380.2,4293.082245897886,-126459.59729995631,-2392.5940119595452
380.4,31876.004310016342,-138849.7675517072,9409.748812723714
380.6,45788.14658396465,-146558.10393456757,27591.92093099796
380.8,37398.86065118269,-159662.35059945472,39080.527083406276
381.0,282.0056697654056,-130820.50279169196,49292.73250427082
381.2,-6162.7634104584795,-93419.11108705174,37745.883905899624
381.4,-8541.326689105774,-55615.527827167716,29339.27411398886
381.6,-9156.589705605302,-24332.833729901744,15693.95512502451
381.8,-9603.272279750585,-16685.461561653436,15759.28076898651
382.0,4225.226354991578,-7191.996180131412,-16149.80247206031
382.2,22918.593259935693,-12050.494448635618,-25407.578302978807
382.4,45479.17443814859,-10438.041001032841,-53946.11651484259
382.6,77913.62124228264,-17545.07959953661,-79287.2843743271
382.8,102584.49269170362,-45626.029404981484,-106129.09655149434
383.0,122545.98295673588,-51596.5095996031,-121637.95793103364
383.2,109556.03060366122,-53409.42211119343,-132904.10373457396
383.4,89207.35004549714,-84350.37574631316,-137485.0763138349
383.6,51991.05820207479,-82787.31486388379,-131336.03808366536
383.8,17321.581701420004,-94161.0399062789,-117792.98555910694
384.0,-17091.382901109144,-73751.08329969135,-114567.47254905157
384.2,-51079.07311640896,-53809.05466782787,-71838.43813680447
384.4,-63730.12645483452,-13544.410615112418,-47182.212987056075
384.6,-56027.448434970334,33534.94304127187,18248.620567482903
384.8,-58908.51690988114,81308.77051563386,70586.31645915826
385.0,-17018.80985148311,105080.46686320449,113992.4263981974
385.2,35771.65978831453,127941.95759461178,146433.63492301406
385.4,94675.21767376977,137330.77602805896,172897.58818290543
385.6,133431.93240367787,169959.7757157324,186772.14078690324
385.8,158645.06911488215,179186.04941416383,178917.38394322005
386.0,172933.99907921435,204924.37952293034,164937.34341861043
386.2,161280.52837960143,199089.54739224212,156269.63662861058
386.4,161387.5275711916,198530.6919681976,132533.54072759193
386.6,166849.62149122512,176630.59553521965,119614.84761662631
386.8,150417.98233805064,152842.25269696725,117547.96974746301
387.0,169468.7658190712,136394.44902574856,90706.90215877644
387.2,162701.24943936223,122443.12483329525,75805.86015099619
387.4,142371.7889664484,96162.10405759433,65945.15384427861
387.6,115237.53851191391,76171.08543363486,46988.032628954614
387.8,81875.2418645667,36511.58253568169,31837.192321504404
388.0,26213.543821235264,2220.247336640069,4417.715497705322
388.2,14521.947450712081,-10102.539204468336,-13861.36495550514
388.4,-19653.49054101219,-43165.66884955602,-14929.443460375678
388.6,-71095.66828219144,-62583.12521495583,-20694.24856617147
388.8,-104593.47458905933,-101191.69130283743,-24470.64313486859
389.0,-139067.15796142354,-134327.9752357078,-30052.47513897507
389.2,-167098.77620693305,-153294.916789074,-7568.960096747144
389.4,-168927.40596902042,-160539.0139427601,5300.180635716824
389.6,-140630.6238801008,-161659.24641046234,19738.64017919548
389.8,-123421.90175147669,-147938.4334468731,19693.138054358584
390.0,-112696.55450010352,-125618.58734419521,14091.371407235078
390.2,-120111.97562026232,-114950.04675210062,-2370.950446326009
390.4,-135527.96947654872,-107889.50058435295,-25065.09833936464
390.6,-149644.57282162446,-100322.22404799862,-43807.17019295811
390.8,-132812.67789626983,-110004.52647010895,-66309.36690433626
391.0,-133751.38380576365,-150806.5752019494,-99383.40508388996
391.2,-155998.42868109263,-174206.28057163476,-110118.34675402215
391.4,-159312.30202093313,-211411.44937897823,-129704.87521484379
391.6,-170439.02134014928,-236542.1011872731,-141466.5140633897
391.8,-196173.7567352465,-250798.9810334494,-137678.9604163593
392.0,-184852.91017816402,-250369.4389804578,-130153.55259058761
392.2,-140963.16060608334,-226436.95950231273,-111304.30751467234
392.4,-120599.77092683698,-171105.276714272,-98053.97122301957
392.6,-109548.53699572894,-110189.34401447438,-77090.08448107046
392.8,-73543.09902902752,-46989.13874037367,-67235.88531948782
393.0,-70218.01908384549,31355.817727567694,-62572.28238893053
393.2,-71342.61208997288,91713.48225007052,-41006.87585907474
393.4,-85642.5070532585,171630.84632151327,-37685.735521753326
393.6,-78388.31086141067,238225.46805359595,-21731.98708697193
393.8,-64958.23869384312,301113.9139939289,-6397.528879539951
394.0,-73660.31164567414,347105.8071273339,7959.699923887188
394.2,-63882.36897677572,382338.27065078635,24608.08773914601
394.4,-45500.23416440681,390528.86655460426,31641.101067867396
394.6,-13175.408429299228,391798.3068612111,36818.52679340707
394.8,1803.2641883999063,384684.6649491006,41565.16816183324
395.0,29204.43897768351,375868.44618620543,39762.68866596222
395.2,69607.84552972068,343370.5451598893,61493.35499339634
395.4,88716.25198206295,293743.4592909667,89710.75319872132
395.6,111583.3517946048,230589.97556492625,110137.25746949935
395.8,147511.38893296767,155412.93100931754,124931.62619988366
